text,label
One minute resolving to beat this and the next thinking to just put it in God's hands.,2
"Hi, I am a 2X survivor of lung cancer.",0
The neuropathy wl likely go away with time.,0
I will be there with my beignets and cafe au lait!,0
"After what you have been thru, you can count of pain.",2
"Everyone reacts different to this disease and its treatments, but you will find on this site many people who have had similar experiences.",2
Hey any weight loss is a good weight loss weather it be .8 lbs (which has been me at times) or 3 lbs.,0
Stay on top of it and be positive.,2
I had a non small cell tumor in my left lobe.,0
"I'm so glad that you left this message, not for me but for someone else that might be having the same problem.",0
Good luck to you and here's a hug.,2
Thats the sad colf fact of cancer period.,1
"Ibuprofen is my friend, however, it does not stop the pain when I walk, grab for anything with my right arm.",0
I've read a lot of good survivor stories on this site and they are so encouraging.,0
"Otherwise, I would have had to visit a separate lab before every single chemo.",0
I'll be there with cafe au lait and beignets.,0
"Sadly, it never filled in again and it has been 4 years now.",1
The 8mm nodule was found during a neck CT scan so they did a full thorax CT scan.,0
"Be sure as you read other suggestions, even though well intended, that you are keeping your math straight.",0
"I had muga scan wasn't offered anything else,you'll be fine.",2
"It's so hard to see everyone else in the room with brain tumors, loss of hair, all alone, sick, etc.",1
"We had discovered Rick Simpson oil, however we ran out of time.",0
"The only other problem I had was joint pain, terrible pain.",1
I was reading a magazine while they were trying to find a vein.,0
"I just felt it with my tongue and, when I looked at it, it looked like a regular mouth ulcer.",0
My husband just started in a new clinical trial.,0
"Well they found a dark spot on my left lung, it didn't surprise me.",1
We found all of this out within the past month.,1
"But, if you can't, take care of yourself!",2
"Don't worry, trust your doctor and you'll be alright.",2
Their testing helped my doctors order the right treatment and I'm doing great so far.,0
He does get tired however he is still working a physical job.,0
This link is to some good questions from the site here.,0
Anyone heard of it and had any success with it?,0
I also had weight loss 20 lbs in 30 days.,0
Stay warm and let folks spoil you for awhile.,2
In hindsight I wish I had had one put in.,1
I began chemo and radiation so that the tumor would shrink and releive the pain.,0
"I used to drink it by the quart, but it hasn't stopped the coughing as well as coffee, so I switched.",0
Have had 15 rad treatments to my T-6 vert.,0
They did check for hepatitis which freaked me out being a nurse I was neg.,1
"Hello all, I found this site and recently registered.. What a wonderful site full of compassion and information.",0
When her biopcy results come back seek a consultation with medical oncologist who may suggest noninvasive options for her,0
"I agree that she knows, Perhaps she is still processing all that is going on and I must respect her time.",0
Hoping your chemo will go easier for you.,2
Playing word games or doing math problems helps to sharpen your memory.,0
This is wonderful news thank you for posting it.,0
My range of motion was not good despite physical therapy.,0
since the virus attack on old posts really put us back.,0
My side effects were minimal but were consistent.,0
I have seen pictures of her work and am impressed.,0
The same ole stuff will be here when you get back.,0
This month it's more like 15 minutes for a mile.,0
Then 4 months later after another PET/SC scan the cancer had reoccurred and spread to his right lung.,0
It has turned out very well and healing great.,0
My mother also went to all my treatments and appointments even though I am 56 and she is 77.,0
They are the only place other than the Univ.,0
He asked if I wanted him to drain me.,0
merry christmas everyone and god bless you all.,2
I had Danny look and he can't see the bone either.,0
"Finally lost the left one, waiting on the right one.",1
I just want him to see my son grow up that is 17months old now.,1
"Not only was I having severe joint pain, but feeling depressed as well.",1
I often hedge by saying that I was diagnosed with cancer.,1
Lesley is finally home and the hospice nurse is great.,0
It does not make sense as to why one person gets breast cancer and another does not!,1
"Fear is consuming, and it sounds like yours is consuming your thoughts and life.",2
To say the least I am in total shock.,1
She had a tumor in her left lung about 10 centimeters.,0
you didnt cause the problem the  inurence comp.,0
"Hello, I don't know where to start, but after two endless, and sleepless days I landed myself here.",1
He was put on clinical trials and just finished his treatment Feb.26th.,0
I have been trying so hard to somehow continue to do normal things that we used to do before cancer came into our lives.,1
"I try to do what ever I can to fight this - eating better, not drinking, but still can't quit smoking.",1
"Sleepless, I have lot's of experience to draw on and i would not mind sharing it with you and others.",1
It was brown before and was brown after.,0
She ran lab tests and can't find a cause for the fatigue.,0
I found that a simple bandana worked great.,0
Enjoyed the 3 day trip to the Smokies cabin with the mountain view.,0
I hated chemo because you could not taste food and  everything smelled weird to me.,1
I just found out this morning so I will light my candle for Dear sweet angle now.,2
I had a chemo two weeks ago and these past three days have been drained and just wanting to sleep.,1
